AmpId	primerId	amp	amps_nb	SequenceId	cluster	cluster_group	sequence	PositionInSequence	Length	count_I	count_II	count_III	count_IV	non_target_count
28729_3_amp_34	28729_3	34.0	34.0	I_3_22829C00042.2	I	I	3_22829C00042.2	15569.0	330.0	16.0	2.0	8.0	8.0	0
28729_4_amp_1	28729_4	1.0	35.0	III_11_6264C00005.1	III	III	11_6264C00005.1	323914.0	340.0	17.0	2.0	9.0	7.0	0
28729_4_amp_2	28729_4	2.0	35.0	III_12_6265C00001.1	III	III	12_6265C00001.1	52745.0	340.0	17.0	2.0	9.0	7.0	0
28729_4_amp_3	28729_4	3.0	35.0	III_13_6010C00001.1	III	III	13_6010C00001.1	1735884.0	340.0	17.0	2.0	9.0	7.0	0
28729_4_amp_4	28729_4	4.0	35.0	III_14_1121.1	III	III	14_1121.1	1119258.0	340.0	17.0	2.0	9.0	7.0	0
28729_4_amp_5	28729_4	5.0	35.0	III_15_10759C00203.1	III	III	15_10759C00203.1	10017.0	340.0	17.0	2.0	9.0	7.0	0
28729_4_amp_6	28729_4	6.0	35.0	III_36_22311C00010.1	III	III	36_22311C00010.1	2944.0	340.0	17.0	2.0	9.0	7.0	0
28729_4_amp_7	28729_4	7.0	35.0	III_37_9940C00464.1	III	III	37_9940C00464.1	38354.0	340.0	17.0	2.0	9.0	7.0	0
28729_4_amp_8	28729_4	8.0	35.0	III_40_23543C00152.1	III	III	40_23543C00152.1	252133.0	340.0	17.0	2.0	9.0	7.0	0
28729_4_amp_9	28729_4	9.0	35.0	III_41_22826C00507.1	III	III	41_22826C00507.1	3622.0	340.0	17.0	2.0	9.0	7.0	0
28729_4_amp_10	28729_4	10.0	35.0	II_10_6272C00023.1	II	II	10_6272C00023.1	72647.0	340.0	17.0	2.0	9.0	7.0	0
28729_4_amp_11	28729_4	11.0	35.0	II_9_2088.2	II	II	9_2088.2	1121435.0	340.0	17.0	2.0	9.0	7.0	0
28729_4_amp_12	28729_4	12.0	35.0	IV_16_6263.1	IV	IV	16_6263.1	989985.0	340.0	17.0	2.0	9.0	7.0	0
28729_4_amp_13	28729_4	13.0	35.0	IV_17_22599C00351.1	IV	IV	17_22599C00351.1	29595.0	340.0	17.0	2.0	9.0	7.0	0
28729_4_amp_14	28729_4	14.0	35.0	IV_18_22602C00720.1	IV	IV	18_22602C00720.1	1768.0	340.0	17.0	2.0	9.0	7.0	0
28729_4_amp_15	28729_4	15.0	35.0	IV_20_6269C00006.1	IV	IV	20_6269C00006.1	522703.0	340.0	17.0	2.0	9.0	7.0	0
28729_4_amp_16	28729_4	16.0	35.0	IV_39_21414C00007.1	IV	IV	39_21414C00007.1	20679.0	340.0	17.0	2.0	9.0	7.0	0
28729_4_amp_17	28729_4	17.0	35.0	IV_7_22597C00040.1	IV	IV	7_22597C00040.1	6288.0	340.0	17.0	2.0	9.0	7.0	0
28729_4_amp_18	28729_4	18.0	35.0	IV_8_22598C00555.1	IV	IV	8_22598C00555.1	11699.0	340.0	17.0	2.0	9.0	7.0	0
28729_4_amp_19	28729_4	19.0	35.0	I_1_22555C00006.1	I	I	1_22555C00006.1	142035.0	340.0	17.0	2.0	9.0	7.0	0
28729_4_amp_20	28729_4	20.0	35.0	I_2_22603C00018.1	I	I	2_22603C00018.1	10874.0	340.0	17.0	2.0	9.0	7.0	0
28729_4_amp_21	28729_4	21.0	35.0	I_35_18770C00031.1	I	I	35_18770C00031.1	41604.0	340.0	17.0	2.0	9.0	7.0	0
28729_4_amp_22	28729_4	22.0	35.0	I_38_22827C00083.1	I	I	38_22827C00083.1	7009.0	340.0	17.0	2.0	9.0	7.0	0
28729_4_amp_23	28729_4	23.0	35.0	I_4_22608C00016.1	I	I	4_22608C00016.1	72201.0	340.0	17.0	2.0	9.0	7.0	0
28729_4_amp_24	28729_4	24.0	35.0	I_5_22828C00006.2	I	I	5_22828C00006.2	205660.0	340.0	17.0	2.0	9.0	7.0	0
28729_4_amp_25	28729_4	25.0	35.0	Ia_21_284.1	Ia	I	21_284.1	6522163.0	340.0	17.0	2.0	9.0	7.0	0
28729_4_amp_26	28729_4	26.0	35.0	Ia_23_10528C00010.1	Ia	I	23_10528C00010.1	7379.0	340.0	17.0	2.0	9.0	7.0	0
28729_4_amp_27	28729_4	27.0	35.0	Ia_24_14478C00002.1	Ia	I	24_14478C00002.1	38518.0	340.0	17.0	2.0	9.0	7.0	0
28729_4_amp_28	28729_4	28.0	35.0	Ia_25_17329C00054.1	Ia	I	25_17329C00054.1	1878.0	340.0	17.0	2.0	9.0	7.0	0
28729_4_amp_29	28729_4	29.0	35.0	Ia_26_17150C00051.1	Ia	I	26_17150C00051.1	38816.0	340.0	17.0	2.0	9.0	7.0	0
28729_4_amp_30	28729_4	30.0	35.0	Ia_29_19480C00009.1	Ia	I	29_19480C00009.1	81922.0	340.0	17.0	2.0	9.0	7.0	0
28729_4_amp_31	28729_4	31.0	35.0	Ia_30_6268C00096.1	Ia	I	30_6268C00096.1	36837.0	340.0	17.0	2.0	9.0	7.0	0
28729_4_amp_32	28729_4	32.0	35.0	Ic_32_1122.1	Ic	I	32_1122.1	4522398.0	340.0	17.0	2.0	9.0	7.0	0
28729_4_amp_33	28729_4	33.0	35.0	Ic_33_6266C00031.1	Ic	I	33_6266C00031.1	58207.0	340.0	17.0	2.0	9.0	7.0	0
28729_4_amp_34	28729_4	34.0	35.0	Ic_34_23503C00393.1	Ic	I	34_23503C00393.1	54080.0	340.0	17.0	2.0	9.0	7.0	0
28729_4_amp_35	28729_4	35.0	35.0	I_3_22829C00042.2	I	I	3_22829C00042.2	15564.0	340.0	17.0	2.0	9.0	7.0	0
28729_5_amp_1	28729_5	1.0	35.0	III_11_6264C00005.1	III	III	11_6264C00005.1	323915.0	338.0	17.0	2.0	9.0	7.0	0
28729_5_amp_2	28729_5	2.0	35.0	III_12_6265C00001.1	III	III	12_6265C00001.1	52746.0	338.0	17.0	2.0	9.0	7.0	0
28729_5_amp_3	28729_5	3.0	35.0	III_13_6010C00001.1	III	III	13_6010C00001.1	1735885.0	338.0	17.0	2.0	9.0	7.0	0
28729_5_amp_4	28729_5	4.0	35.0	III_14_1121.1	III	III	14_1121.1	1119259.0	338.0	17.0	2.0	9.0	7.0	0
28729_5_amp_5	28729_5	5.0	35.0	III_15_10759C00203.1	III	III	15_10759C00203.1	10018.0	338.0	17.0	2.0	9.0	7.0	0
28729_5_amp_6	28729_5	6.0	35.0	III_36_22311C00010.1	III	III	36_22311C00010.1	2945.0	338.0	17.0	2.0	9.0	7.0	0
28729_5_amp_7	28729_5	7.0	35.0	III_37_9940C00464.1	III	III	37_9940C00464.1	38355.0	338.0	17.0	2.0	9.0	7.0	0
28729_5_amp_8	28729_5	8.0	35.0	III_40_23543C00152.1	III	III	40_23543C00152.1	252134.0	338.0	17.0	2.0	9.0	7.0	0
28729_5_amp_9	28729_5	9.0	35.0	III_41_22826C00507.1	III	III	41_22826C00507.1	3623.0	338.0	17.0	2.0	9.0	7.0	0
28729_5_amp_10	28729_5	10.0	35.0	II_10_6272C00023.1	II	II	10_6272C00023.1	72648.0	338.0	17.0	2.0	9.0	7.0	0
28729_5_amp_11	28729_5	11.0	35.0	II_9_2088.2	II	II	9_2088.2	1121436.0	338.0	17.0	2.0	9.0	7.0	0
28729_5_amp_12	28729_5	12.0	35.0	IV_16_6263.1	IV	IV	16_6263.1	989986.0	338.0	17.0	2.0	9.0	7.0	0
28729_5_amp_13	28729_5	13.0	35.0	IV_17_22599C00351.1	IV	IV	17_22599C00351.1	29596.0	338.0	17.0	2.0	9.0	7.0	0
28729_5_amp_14	28729_5	14.0	35.0	IV_18_22602C00720.1	IV	IV	18_22602C00720.1	1769.0	338.0	17.0	2.0	9.0	7.0	0
28729_5_amp_15	28729_5	15.0	35.0	IV_20_6269C00006.1	IV	IV	20_6269C00006.1	522704.0	338.0	17.0	2.0	9.0	7.0	0
28729_5_amp_16	28729_5	16.0	35.0	IV_39_21414C00007.1	IV	IV	39_21414C00007.1	20680.0	338.0	17.0	2.0	9.0	7.0	0
28729_5_amp_17	28729_5	17.0	35.0	IV_7_22597C00040.1	IV	IV	7_22597C00040.1	6289.0	338.0	17.0	2.0	9.0	7.0	0
28729_5_amp_18	28729_5	18.0	35.0	IV_8_22598C00555.1	IV	IV	8_22598C00555.1	11700.0	338.0	17.0	2.0	9.0	7.0	0
28729_5_amp_19	28729_5	19.0	35.0	I_1_22555C00006.1	I	I	1_22555C00006.1	142036.0	338.0	17.0	2.0	9.0	7.0	0
28729_5_amp_20	28729_5	20.0	35.0	I_2_22603C00018.1	I	I	2_22603C00018.1	10875.0	338.0	17.0	2.0	9.0	7.0	0
28729_5_amp_21	28729_5	21.0	35.0	I_35_18770C00031.1	I	I	35_18770C00031.1	41605.0	338.0	17.0	2.0	9.0	7.0	0
28729_5_amp_22	28729_5	22.0	35.0	I_38_22827C00083.1	I	I	38_22827C00083.1	7010.0	338.0	17.0	2.0	9.0	7.0	0
28729_5_amp_23	28729_5	23.0	35.0	I_4_22608C00016.1	I	I	4_22608C00016.1	72202.0	338.0	17.0	2.0	9.0	7.0	0
28729_5_amp_24	28729_5	24.0	35.0	I_5_22828C00006.2	I	I	5_22828C00006.2	205661.0	338.0	17.0	2.0	9.0	7.0	0
28729_5_amp_25	28729_5	25.0	35.0	Ia_21_284.1	Ia	I	21_284.1	6522164.0	338.0	17.0	2.0	9.0	7.0	0
28729_5_amp_26	28729_5	26.0	35.0	Ia_23_10528C00010.1	Ia	I	23_10528C00010.1	7380.0	338.0	17.0	2.0	9.0	7.0	0
28729_5_amp_27	28729_5	27.0	35.0	Ia_24_14478C00002.1	Ia	I	24_14478C00002.1	38519.0	338.0	17.0	2.0	9.0	7.0	0
28729_5_amp_28	28729_5	28.0	35.0	Ia_25_17329C00054.1	Ia	I	25_17329C00054.1	1879.0	338.0	17.0	2.0	9.0	7.0	0
28729_5_amp_29	28729_5	29.0	35.0	Ia_26_17150C00051.1	Ia	I	26_17150C00051.1	38817.0	338.0	17.0	2.0	9.0	7.0	0
28729_5_amp_30	28729_5	30.0	35.0	Ia_29_19480C00009.1	Ia	I	29_19480C00009.1	81923.0	338.0	17.0	2.0	9.0	7.0	0
28729_5_amp_31	28729_5	31.0	35.0	Ia_30_6268C00096.1	Ia	I	30_6268C00096.1	36838.0	338.0	17.0	2.0	9.0	7.0	0
28729_5_amp_32	28729_5	32.0	35.0	Ic_32_1122.1	Ic	I	32_1122.1	4522399.0	338.0	17.0	2.0	9.0	7.0	0
28729_5_amp_33	28729_5	33.0	35.0	Ic_33_6266C00031.1	Ic	I	33_6266C00031.1	58208.0	338.0	17.0	2.0	9.0	7.0	0
28729_5_amp_34	28729_5	34.0	35.0	Ic_34_23503C00393.1	Ic	I	34_23503C00393.1	54081.0	338.0	17.0	2.0	9.0	7.0	0
28729_5_amp_35	28729_5	35.0	35.0	I_3_22829C00042.2	I	I	3_22829C00042.2	15565.0	338.0	17.0	2.0	9.0	7.0	0
28729_8_amp_1	28729_8	1.0	27.0	III_11_6264C00005.1	III	III	11_6264C00005.1	323916.0	456.0	17.0	0.0	9.0	1.0	0
28729_8_amp_2	28729_8	2.0	27.0	III_12_6265C00001.1	III	III	12_6265C00001.1	52627.0	456.0	17.0	0.0	9.0	1.0	0
28729_8_amp_3	28729_8	3.0	27.0	III_13_6010C00001.1	III	III	13_6010C00001.1	1735766.0	456.0	17.0	0.0	9.0	1.0	0
28729_8_amp_4	28729_8	4.0	27.0	III_14_1121.1	III	III	14_1121.1	1119260.0	456.0	17.0	0.0	9.0	1.0	0
28729_8_amp_5	28729_8	5.0	27.0	III_15_10759C00203.1	III	III	15_10759C00203.1	10019.0	456.0	17.0	0.0	9.0	1.0	0
28729_8_amp_6	28729_8	6.0	27.0	III_36_22311C00010.1	III	III	36_22311C00010.1	2826.0	456.0	17.0	0.0	9.0	1.0	0
28729_8_amp_7	28729_8	7.0	27.0	III_37_9940C00464.1	III	III	37_9940C00464.1	38236.0	456.0	17.0	0.0	9.0	1.0	0
28729_8_amp_8	28729_8	8.0	27.0	III_40_23543C00152.1	III	III	40_23543C00152.1	252135.0	456.0	17.0	0.0	9.0	1.0	0
28729_8_amp_9	28729_8	9.0	27.0	III_41_22826C00507.1	III	III	41_22826C00507.1	3624.0	456.0	17.0	0.0	9.0	1.0	0
28729_8_amp_10	28729_8	10.0	27.0	IV_20_6269C00006.1	IV	IV	20_6269C00006.1	522582.0	459.0	17.0	0.0	9.0	1.0	0
28729_8_amp_11	28729_8	11.0	27.0	I_2_22603C00018.1	I	I	2_22603C00018.1	10876.0	459.0	17.0	0.0	9.0	1.0	0
28729_8_amp_12	28729_8	12.0	27.0	I_38_22827C00083.1	I	I	38_22827C00083.1	7011.0	456.0	17.0	0.0	9.0	1.0	0
28729_8_amp_13	28729_8	13.0	27.0	I_4_22608C00016.1	I	I	4_22608C00016.1	72203.0	456.0	17.0	0.0	9.0	1.0	0
28729_8_amp_14	28729_8	14.0	27.0	I_5_22828C00006.2	I	I	5_22828C00006.2	205662.0	456.0	17.0	0.0	9.0	1.0	0
28729_8_amp_15	28729_8	15.0	27.0	I_6_22825C00140.1	I	I	6_22825C00140.1	1946.0	456.0	17.0	0.0	9.0	1.0	0
28729_8_amp_16	28729_8	16.0	27.0	Ia_21_284.1	Ia	I	21_284.1	6522045.0	456.0	17.0	0.0	9.0	1.0	0
28729_8_amp_17	28729_8	17.0	27.0	Ia_22_14731C00202.1	Ia	I	22_14731C00202.1	5518.0	456.0	17.0	0.0	9.0	1.0	0
28729_8_amp_18	28729_8	18.0	27.0	Ia_23_10528C00010.1	Ia	I	23_10528C00010.1	7381.0	456.0	17.0	0.0	9.0	1.0	0
28729_8_amp_19	28729_8	19.0	27.0	Ia_27_19479C00019.1	Ia	I	27_19479C00019.1	23120.0	456.0	17.0	0.0	9.0	1.0	0
28729_8_amp_20	28729_8	20.0	27.0	Ia_28_14556C00007.1	Ia	I	28_14556C00007.1	29727.0	456.0	17.0	0.0	9.0	1.0	0
28729_8_amp_21	28729_8	21.0	27.0	Ia_29_19480C00009.1	Ia	I	29_19480C00009.1	81924.0	456.0	17.0	0.0	9.0	1.0	0
28729_8_amp_22	28729_8	22.0	27.0	Ia_30_6268C00096.1	Ia	I	30_6268C00096.1	36839.0	456.0	17.0	0.0	9.0	1.0	0
28729_8_amp_23	28729_8	23.0	27.0	Ia_31_6270C00018.1	Ia	I	31_6270C00018.1	31076.0	456.0	17.0	0.0	9.0	1.0	0
28729_8_amp_24	28729_8	24.0	27.0	Ic_32_1122.1	Ic	I	32_1122.1	4522280.0	456.0	17.0	0.0	9.0	1.0	0
28729_8_amp_25	28729_8	25.0	27.0	Ic_33_6266C00031.1	Ic	I	33_6266C00031.1	58209.0	456.0	17.0	0.0	9.0	1.0	0
28729_8_amp_26	28729_8	26.0	27.0	Ic_34_23503C00393.1	Ic	I	34_23503C00393.1	54082.0	456.0	17.0	0.0	9.0	1.0	0
28729_8_amp_27	28729_8	27.0	27.0	I_3_22829C00042.2	I	I	3_22829C00042.2	15566.0	459.0	17.0	0.0	9.0	1.0	0
393_4_amp_1	393_4	1.0	39.0	III_11_6264C00030.1	III	III	11_6264C00030.1	7444.0	635.0	21.0	2.0	8.0	8.0	1
393_4_amp_2	393_4	2.0	39.0	III_12_6265C00057.1	III	III	12_6265C00057.1	6113.0	635.0	21.0	2.0	8.0	8.0	1
393_4_amp_3	393_4	3.0	39.0	III_13_6010C00001.1	III	III	13_6010C00001.1	482120.0	635.0	21.0	2.0	8.0	8.0	1
393_4_amp_4	393_4	4.0	39.0	III_14_1121.1	III	III	14_1121.1	6649086.0	635.0	21.0	2.0	8.0	8.0	1
393_4_amp_5	393_4	5.0	39.0	III_36_22311C00016.1	III	III	36_22311C00016.1	93659.0	635.0	21.0	2.0	8.0	8.0	1
393_4_amp_6	393_4	6.0	39.0	III_37_9940C00393.1	III	III	37_9940C00393.1	9251.0	635.0	21.0	2.0	8.0	8.0	1
393_4_amp_7	393_4	7.0	39.0	III_40_23543C00119.1	III	III	40_23543C00119.1	37192.0	635.0	21.0	2.0	8.0	8.0	1
393_4_amp_8	393_4	8.0	39.0	III_41_22826C00530.1	III	III	41_22826C00530.1	3271.0	635.0	21.0	2.0	8.0	8.0	1
393_4_amp_9	393_4	9.0	39.0	II_10_6272C00031.1	II	II	10_6272C00031.1	2700.0	635.0	21.0	2.0	8.0	8.0	1
393_4_amp_10	393_4	10.0	39.0	II_9_2088.2	II	II	9_2088.2	2552420.0	635.0	21.0	2.0	8.0	8.0	1
393_4_amp_11	393_4	11.0	39.0	IV_16_6263.1	IV	IV	16_6263.1	6017717.0	635.0	21.0	2.0	8.0	8.0	1
393_4_amp_12	393_4	12.0	39.0	IV_17_22599C00038.1	IV	IV	17_22599C00038.1	26168.0	635.0	21.0	2.0	8.0	8.0	1
393_4_amp_13	393_4	13.0	39.0	IV_18_22602C00963.1	IV	IV	18_22602C00963.1	15940.0	635.0	21.0	2.0	8.0	8.0	1
393_4_amp_14	393_4	14.0	39.0	IV_19_6271C00002.1	IV	IV	19_6271C00002.1	571226.0	635.0	21.0	2.0	8.0	8.0	1
393_4_amp_15	393_4	15.0	39.0	IV_20_6269C00002.1	IV	IV	20_6269C00002.1	313813.0	635.0	21.0	2.0	8.0	8.0	1
